This sheet brings together all the data and decides on the classification,,,,,,Min_class=,20,arcsec,Guard-band,5,arcsec,,,,,,,,,
name,validity flag,Comment,A,B,C,PA,RA centroid,Dec centroid,Class,ra_wise,dec_wise,ra_des,dec_des,MAG_AUTO,RA_desi,DEC_desi,photo_z,L_{888},ABS_MAG,flux
"309.702, -59.8087",4,frx,29.67,54.5467,22.6046,64.5878,309.702375,-59.80866543,FRx,0,0,0,0,0,0,0,0,0,0,0
"309.748, -56.1632",4,lerge complex fr2,178.02,210.1738,68.9728,128.966747,309.7656134,-56.16907507,FR2,0,0,0,0,0,0,0,0,0,0,0
"301.8817, -53.1434",4,large classic hymors. Bright IR host is at marked position,327.6,542.0213,199.479,355.65677,301.8715434,-53.15252209,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.204, -62.909",4,frx,21.83,42.2648,24.6152,82.05652,304.2064638,-62.90889809,FRx,0,0,0,0,0,0,0,0,0,0,0
"304.027, -62.926",4,fr2,87,109.4352,26.2657,358.59854,304.027154,-62.92676538,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.471, -59.308",4,frx,25.6,47.4371,20.4587,108.178019,304.4732333,-59.30842576,FRx,0,0,0,0,0,0,0,0,0,0,0
"304.468, -59.816",4,DD,82.8,116.637,30.0916,110.752565,304.4689894,-59.81512958,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.695, -52.6914",4,BT,29.5,119.494,80.4843,74.29135,304.71003,-52.69769935,FR1,0,0,0,0,0,0,0,0,0,0,0
"305.079, -53.586",4,fr2,64.2,98.8368,33.4474,104.247671,305.081415,-53.58645901,FR2,0,0,0,0,0,0,0,0,0,0,0
2816,4,fr2,91.2,116.7801,26.6807,130.00306,330.9621252,-48.44709344,FR2,0,0,0,0,0,0,0,0,0,0,0
2817,4,fr2,54.4,77.8572,33.5091,43.939087,326.4347043,-48.25785382,FR2,0,0,0,0,0,0,0,0,0,0,0
2818,4,frx,18.6,41.3539,16.7762,306.9268,325.9674107,-48.37407544,FRx,0,0,0,0,0,0,0,0,0,0,0
2819,4,frx - strong nucleus with two faint diffuse blobs,106.2,162.71,70.4077,19.198847,325.3721057,-48.3277408,FR2,0,0,0,0,0,0,0,0,0,0,0
2820,4,frx,14.64,33.3281,17.6563,90,323.2740609,-48.50409875,FRx,0,0,0,0,0,0,0,0,0,0,0
2821,4,FR? With spur from nucleus,31.31,58.5157,27.1733,61.38953,320.3337511,-48.40403786,FRx,0,0,0,0,0,0,0,0,0,0,0
2822,4,fr2,28.01,51.3048,23.5444,103.690049,319.0474543,-48.35538199,FRx,0,0,0,0,0,0,0,0,0,0,0
2823,4,fr2,23.35,45.8921,21.3232,99.235559,317.8111548,-48.34561155,FRx,0,0,0,0,0,0,0,0,0,0,0
2824,4,large fr2 -grg?,409.62,457.0656,60.8274,100.028567,314.0543581,-48.35964197,FR2,0,0,0,0,0,0,0,0,0,0,0
2825,4,frx,23.67,51.2776,22.4837,78.7993,314.0570176,-48.25496721,FRx,0,0,0,0,0,0,0,0,0,0,0
2826,4,"fr2,z-shaped",199.2,233.5625,65.8203,90,313.7274228,-48.42099012,FR2,0,0,0,0,0,0,0,0,0,0,0
2827,4,frx,18.23,40.0392,27.992,14.036243,313.7478649,-48.43345545,FRx,0,0,0,0,0,0,0,0,0,0,0
2828,4,fr2,189.9,234.4973,35.1754,124.658356,312.2692881,-48.71456439,FR2,0,0,0,0,0,0,0,0,0,0,0
2829,4,frx,11.43,37.6134,24.0688,52.469185,311.8673637,-48.29500389,FR1,0,0,0,0,0,0,0,0,0,0,0
2830,4,fr2,46.48,70.9432,34.1102,19.364761,307.897442,-48.7906005,FR2,0,0,0,0,0,0,0,0,0,0,0
2831,4,frx,34.55,58.6849,24.5816,39.80557,305.5688964,-48.36015137,FR2,0,0,0,0,0,0,0,0,0,0,0
2832,4,frx,31.57,63.6719,28.8656,72.08603,304.6265989,-48.22596303,FRx,0,0,0,0,0,0,0,0,0,0,0
2833,4,frx,28.57,56.2539,20.1487,312.21252,303.4651769,-48.41859364,FRx,0,0,0,0,0,0,0,0,0,0,0
308.091-50.6314,4,frx,19.6,46.127,22.7486,93.1221304,308.0735673,-50.63741552,FR1,0,0,0,0,0,0,0,0,0,0,0
302.111-51.6025,4,frx,39.91,59.4363,23.4653,25.760733,302.1114037,-51.601497,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.190, -61.8487",4,fr2,130.2,160.059,31.3056,14.355259,304.189738,-61.846261,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.999, -56.6224",4,frx,36.6,76.7479,37.5342,139.55377,321.2575582,-51.6049954,FRx,0,0,0,0,0,0,0,0,0,0,0
"325.134,-55.7708",4,dd fr2,0,130.6344,56.5356,23.865595,325.5336338,-56.18248986,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"302.713, -53.1357",4,fr2,109.8,124.7187,36.8696,111.801409,325.1329282,-55.77018363,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.190, -61.8487",4,fr2,128.4,160.059,31.3056,14.355259,304.189738,-61.846261,FR2,0,0,0,0,0,0,0,0,0,0,0
"321.257, -51.6053",4,frx,35.8,70.073,31.1089,139.55377,321.2572096,-51.6045937,FRx,0,0,0,0,0,0,0,0,0,0,0
"320.281, -49.0322",4,fr2,49.51,68.1208,29.2437,81.1871,320.2816042,-49.03298226,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.873, -55.3384",4,hymors grg,640.2,845.0633,394.3191,35.840527,327.8796683,-55.35036692,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.617, -55.5024",4,fr2,148.8,198.7192,34.3727,12.478137,327.6173088,-55.50665367,FR2,0,0,0,0,0,0,0,0,0,0,0
"329.039, -55.6780",4,bt,207.6,233.7771,128.3846,117.050596,329.0253979,-55.68962625,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.923, -56.6726",4,bt,132,260.8006,149.9474,83.53592,327.9174169,-56.67582385,FRx,0,0,0,0,0,0,0,0,0,0,0
"328.019, -56.6914",4,frx,31.8,80.9728,28.5664,48.43988,328.0215074,-56.69060248,FR1,0,0,0,0,0,0,0,0,0,0,0
"328.094, -56.6954",4,frx,23.7,48.8996,33.7026,23.990316,328.0930504,-56.69436156,FRx,0,0,0,0,0,0,0,0,0,0,0
"308.154, -56.4958",4,complex - jet?+diffuse,0,133.5876,49.5072,60.36847,308.1388884,-56.50140265,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"309.702, -59.8087",4,fr2,29,54.5467,22.6046,64.5878,309.702375,-59.80866543,FRx,0,0,0,0,0,0,0,0,0,0,0
"309.748, -56.1632",4,fr2,175.2,210.1738,68.9728,128.966747,309.7656134,-56.16907507,FR2,0,0,0,0,0,0,0,0,0,0,0
"301.8817, -53.1434",4,bt,327.6,542.0213,199.479,355.65677,301.8715434,-53.15252209,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.204, -62.909",4,frx,20.67,42.2648,24.6152,82.05652,304.2064638,-62.90889809,FRx,0,0,0,0,0,0,0,0,0,0,0
"304.027, -62.926",4,fr2,85.2,109.4352,26.2657,358.59854,304.027154,-62.92676538,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.471, -59.308",4,frx,25.04,47.4371,20.4587,108.178019,304.4732333,-59.30842576,FRx,0,0,0,0,0,0,0,0,0,0,0
"304.468, -59.816",4,dd,29.24,116.637,30.0916,110.752565,304.4689894,-59.81512958,FR1,0,0,0,0,0,0,0,0,0,0,0
"304.695, -52.6914",4,bt,0,119.494,80.4843,74.29135,304.71003,-52.69769935,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"305.079, -53.586",4,fr2,67.8,98.8368,33.4474,104.247671,305.081415,-53.58645901,FR2,0,0,0,0,0,0,0,0,0,0,0
"314.543, -48.6309",4,fr2 grg?,591.6,660.234,101.6005,98.530766,314.487466,-48.62360643,FR2,0,0,0,0,0,0,0,0,0,0,0
"302.9823, -48.4648",4,DD fr2,47.64,60.4254,15.9584,341.56506,302.9826088,-48.46479525,FR2,0,0,0,0,0,0,0,0,0,0,0
"305.5683, -48.360",4,fr2,35.22,56.2517,19.7514,36.009132,305.5687481,-48.35984498,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.550, -48.5019",4,frx,22.62,49.2675,24.6039,121.544157,308.5484563,-48.50158589,FRx,0,0,0,0,0,0,0,0,0,0,0
"313.7285, -48.4198",4,fr2 z-shaped galaxy,198.6,243.9112,78.0001,95.440332,313.7267643,-48.42039747,FR2,0,0,0,0,0,0,0,0,0,0,0
"318.299, -48.5146",4,frx,36.22,68.8171,30.3331,51.3194,318.2985225,-48.51473796,FRx,0,0,0,0,0,0,0,0,0,0,0
"319.277, -48.5964",4,frx,39.11,67.3662,32.8289,346.7679,319.2768667,-48.59585295,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.334, -48.4037",4,T-shaped fr2,36.54,69.3473,28.728,65.61362,320.3342935,-48.40418216,FRx,0,0,0,0,0,0,0,0,0,0,0
"323.273, -48.5045",4,frx,15.24,47.668,29.4375,90,323.2738751,-48.50445798,FR1,0,0,0,0,0,0,0,0,0,0,0
"324.352, -48.5766",4,fr2,62.76,83.8651,28.6652,93.3177812,324.3507776,-48.57644557,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.501, -48.5786",4,BT,31.45,66.2962,43.0852,66.0375,325.4984903,-48.57697038,FRx,0,0,0,0,0,0,0,0,0,0,0
"326.204, -48.5227",4,fr2,56.11,93.2723,41.7102,356.0157,326.2068846,-48.52466026,FR2,0,0,0,0,0,0,0,0,0,0,0
"326.212, -48.5671",4,fr2 note tails to W from both lobes,30.5,67.3607,37.3165,323.2376,326.2097792,-48.56746493,FR1,0,0,0,0,0,0,0,0,0,0,0
"326.914, -48.5220",4,frx with tails to SW from both lobes,18.45,35.4962,18.4153,126.313156,326.9140325,-48.52176287,FRx,0,0,0,0,0,0,0,0,0,0,0
"328.160, -48.4175",4,BT,0,106.7781,60.8998,332.98734,328.1705736,-48.4237993,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"329.202, -48.5586",4,bt tadpole,0,75.648,66.6508,141.088528,329.2126173,-48.55869743,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"330.959, -48.4459",4,fr2,90.6,115.173,24.0662,131.85504,330.9625963,-48.44705847,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.850, -48.6039",4,fr2,24.11,67.3227,32.2946,146.47148,331.8511166,-48.60414564,FR1,0,0,0,0,0,0,0,0,0,0,0
"334.714, -48.5133",4,fr2,30.88,61.6758,38.9834,43.84656,334.7140521,-48.51361591,FRx,0,0,0,0,0,0,0,0,0,0,0
"325.535, -56.1840",4,dd fr2,82.8,132.1495,57.5433,23.24728,325.5332432,-56.18246483,FR2,0,0,0,0,0,0,0,0,0,0,0
"302.712, -53.136",4,bt fr2,259.2,306.0528,136.9465,51.5627,302.7314326,-53.14755169,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.766, -56.1734",4,bt,175.8,540.371,196.1415,355.45026,301.8699829,-53.15284921,FR1,0,0,0,0,0,0,0,0,0,0,0
"311.2775, -53.3514",4,fr1,272.4,423.8529,31.734,101.318466,311.2673502,-53.34946649,FR2,0,0,0,0,0,0,0,0,0,0,0
"334.792, -48.8992",4,fr,36.1,66.3264,21.0725,23.24727,334.7912388,-48.89893788,FR2,0,0,0,0,0,0,0,0,0,0,0
"333.023, -48.7230",4,fr,24.1,39.405,17.5516,313.6163,333.0244356,-48.72350532,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.959, -48.4458",4,fr2,90,109.0848,22.5244,310.4497,330.9623454,-48.4471331,FR2,0,0,0,0,0,0,0,0,0,0,0
"322.728, -48.9576",4,fr with tail to NW,16.2,105.1976,54.3581,316.44412,322.7201107,-48.95353038,FR1,0,0,0,0,0,0,0,0,0,0,0
"320.857, -48.9781",4,fr2,125.7,158.5925,38.3327,119.60445,320.8536337,-48.97835663,FR2,0,0,0,0,0,0,0,0,0,0,0
"314.543, -48.631",4,grg? Fr2,597,644.9083,102.6742,99.865807,314.4879277,-48.62010236,FR2,0,0,0,0,0,0,0,0,0,0,0
"310.7134, -48.7826",4,fr2,32.8,53.1187,16.1448,120.50435,310.71371,-48.78348432,FR2,0,0,0,0,0,0,0,0,0,0,0
"310.354, -48.9012",4,DD?,74.4,94.0259,13.2605,295.01868,310.3527247,-48.90172949,FR2,0,0,0,0,0,0,0,0,0,0,0
"306.3346, -48.7827",4,fr2,102.6,119.848,21.6369,291.03854,306.338503,-48.7838869,FR2,0,0,0,0,0,0,0,0,0,0,0
"305.904, -48.7723",4,bt ,43.3,69.3265,33.5836,63.798,305.9014516,-48.77038128,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.2356, -48.8787",4,frx,36.4,73.0246,31.4417,86.0548,304.2341718,-48.87829967,FRx,0,0,0,0,0,0,0,0,0,0,0
"304.848, -48.9697",4,fr2,44.2,64.4951,15.7368,245.54924,304.849211,-48.96923655,FR2,0,0,0,0,0,0,0,0,0,0,0
"312.040, -48.693",4,fr2 with diffuse emission around lobes,72,112.8388,44.2313,322.77914,312.0436413,-48.69481026,FR2,0,0,0,0,0,0,0,0,0,0,0
"319.938, -48.9903",4,fr2,117.6,140.8073,26.1593,314.30972,319.940729,-48.98948974,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.156, -48.7890",4,fr2,29.24,58.5363,31.9501,30.41569,327.1555808,-48.78872402,FRx,0,0,0,0,0,0,0,0,0,0,0
"334.330, -48.8187",4,frx,31.94,68.1905,33.7689,104.749293,334.3317317,-48.81858218,FRx,0,0,0,0,0,0,0,0,0,0,0
"334.323, -49.1313",4,fr2,166.2,183.6281,24.5699,315.67404,334.3290389,-49.13261984,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.576, -49.1623",4,frx,69,119.7176,60.015,11.791398,331.5736427,-49.16342212,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.204, -49.2411",4,fr2,51.43,82.4444,47.6524,47.506626,331.2028587,-49.24144118,FR2,0,0,0,0,0,0,0,0,0,0,0
"330.503, -49.3192",4,frx,28.49,61.0134,36.0815,356.66614,330.5029108,-49.31833944,FRx,0,0,0,0,0,0,0,0,0,0,0
"329.168, -49.0188",4,fr2,34.4,85.8187,59.4508,339.27527,329.1657944,-49.02055259,FR1,0,0,0,0,0,0,0,0,0,0,0
"329.206, -49.0369",4,fr2,33.7,51.051,16.7742,352.13092,329.2056647,-49.03654652,FR2,0,0,0,0,0,0,0,0,0,0,0
"328.707, -49.1243",4,fr2,68.4,96.7894,34.2648,358.21008,328.7064568,-49.12130665,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.719, -49.1862",4,fr2,31.3,75.2054,45.573,103.590948,327.7192804,-49.18706666,FR1,0,0,0,0,0,0,0,0,0,0,0
"327.366, -49.1465",4,fr2,59.19,107.5167,36.4196,317.62057,327.3668788,-49.14680923,FR2,0,0,0,0,0,0,0,0,0,0,0
"327.998, -49.2008",4,fr2,92.4,122.6763,39.062,47.308464,327.9988767,-49.19772931,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.860, -49.2082",4,frx,21.96,46.9931,23.2065,96.5569463,325.8593349,-49.20833286,FRx,0,0,0,0,0,0,0,0,0,0,0
"325.720, -49.3553",4,fr2,34.5,50.5474,19.6993,316.13818,325.71901,-49.35569822,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.239, -49.1201",4,frx,24.07,50.9903,29.5484,124.875328,325.2403917,-49.12036201,FRx,0,0,0,0,0,0,0,0,0,0,0
"325.290, -48.8971",4,fr2 extended nucleus,45.85,59.15,21.9312,56.878002,325.2911412,-48.89619455,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.267, -48.9187",4,fr2,59.84,83.3562,21.2988,70.53521,325.2720519,-48.91696913,FR2,0,0,0,0,0,0,0,0,0,0,0
"323.139, -49.2516",4,hymors photo,96,158.645,60.9716,325.61966,323.141687,-49.25483235,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.330, -49.1861",4,dd?,45.4,89.6675,36.2869,30.025625,320.329409,-49.1859361,FRx,0,0,0,0,0,0,0,0,0,0,0
"319.690, -49.1344",4,fr2,49.69,73.7516,30.8909,6.115504,319.6927695,-49.13528997,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.2786, -49.0182",4,bt,24.93,42.6235,30.4111,18.984411,315.281947,-49.0186752,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.4804, -49.1102",4,fr2,56.38,92.5478,34.2285,60.743366,309.481274,-49.11054944,FR2,0,0,0,0,0,0,0,0,0,0,0
"302.2913, -49.000",4,fr2. one lobe is double,65.4,88.4339,36.889,282.96475,302.2911842,-49.00160901,FR2,0,0,0,0,0,0,0,0,0,0,0
"305.4464, -49.5096",4,fr2,145.2,171.3085,32.3807,338.1142,305.4474753,-49.50993627,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.821, -49.4041",4,fr2,59.4,102.7774,39.8633,71.10485,315.8199211,-49.40515445,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.297, -49.3793",4,fr2,57.93,77.8586,21.4776,338.19858,320.2970931,-49.37857609,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.573, -49.5891",4,fr2,79.8,99.7606,22.2997,359.5733,335.5710422,-49.58989002,FR2,0,0,0,0,0,0,0,0,0,0,0
"328.747, -49.5035",4,fr1?,46.8,110.4738,33.1416,268.4162,328.7487436,-49.5053498,FR1,0,0,0,0,0,0,0,0,0,0,0
"325.444, -49.5384",4,fr2,66,91.8745,34.8617,66.65522,325.447869,-49.53625059,FR2,0,0,0,0,0,0,0,0,0,0,0
"323.721, -49.4885",4,fr2,85.8,114.7303,22.5882,69.859985,323.7174008,-49.49001762,FR2,0,0,0,0,0,0,0,0,0,0,0
"321.935, -49.4584",4,DD,163.2,205.179,69.3563,9.255728,321.937974,-49.45827573,FR2,0,0,0,0,0,0,0,0,0,0,0
"321.770, -49.5547",4,fr1,37.79,198.649,39.0795,268.12833,321.7738042,-49.55511658,FR1,0,0,0,0,0,0,0,0,0,0,0
"321.967, -49.6204",4,bt,0,76.3524,41.3837,75.549706,321.9612039,-49.62431169,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"321.457, -49.5093",4,fr2,64.5,79.7465,29.3044,346.1899,321.4559659,-49.51160807,FR2,0,0,0,0,0,0,0,0,0,0,0
"319.959, -49.5401",4,frx,24.7,51.9232,30.4953,354.14398,319.9587579,-49.5409343,FRx,0,0,0,0,0,0,0,0,0,0,0
"319.767, -49.6896",4,frx,39.64,85.042,42.0182,279.34198,319.7663863,-49.69100816,FR1,0,0,0,0,0,0,0,0,0,0,0
"318.808, -49.5959",4,frx,57.6,87.1203,46.7768,3.9793825,318.809793,-49.59736767,FR2,0,0,0,0,0,0,0,0,0,0,0
"316.441, -49.4606",4,frx,50.33,98.5368,52.5542,304.56592,316.4409008,-49.46008901,FRx,0,0,0,0,0,0,0,0,0,0,0
"309.6225, -49.5416",4,fr1 grg earlier classification missed faint lobes,154.2,488.4752,91.0783,293.6114,309.6374007,-49.55384672,FR1,0,0,0,0,0,0,0,0,0,0,0
"307.649, -49.4857",4,hymors,174,323.8513,62.3723,329.89755,307.6444608,-49.48765494,FR2,0,0,0,0,0,0,0,0,0,0,0
"311.235, -49.7004",4,frx,43.81,80.2679,41.5507,63.410755,311.2362183,-49.70103382,FR2,0,0,0,0,0,0,0,0,0,0,0
"312.189, -49.6361",4,frx,30.7,53.3253,16.1105,308.40326,312.1894875,-49.63517416,FR2,0,0,0,0,0,0,0,0,0,0,0
"314.181, -49.6076",4,frx,21.12,71.0163,46.1276,25.573692,314.182521,-49.60570817,FR1,0,0,0,0,0,0,0,0,0,0,0
"315.494, -49.7288",4,fr2,88.8,137.1732,29.8436,313.0079,315.4980658,-49.73042857,FR2,0,0,0,0,0,0,0,0,0,0,0
"315.494, -49.7288",4,fr2,53,137.1732,29.8436,313.0079,315.4980658,-49.73042857,FR1,0,0,0,0,0,0,0,0,0,0,0
"315.939, -49.7720",4,frx,32.3,83.6384,50.2054,28.01841,315.942557,-49.77183105,FR1,0,0,0,0,0,0,0,0,0,0,0
"317.019, -49.6569",4,frx,27.7,53.7861,31.1235,9.385806,317.0187397,-49.65657556,FRx,0,0,0,0,0,0,0,0,0,0,0
"317.939, -49.8127",4,fr2,227.4,287.0779,105.1538,42.012325,317.9413356,-49.81010638,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.985, -49.6722",4,frx,30.6,51.7509,24.027,67.0505,324.9849057,-49.67250661,FR2,0,0,0,0,0,0,0,0,0,0,0
"332.609, -49.6792",4,fr2 dd,93,152.494,41.3889,341.7229,332.608765,-49.68090101,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.598, -49.7772",4,fr2,42.6,69.7792,34.7602,38.159153,335.5980752,-49.77687903,FR2,0,0,0,0,0,0,0,0,0,0,0
"316.7494, -50.1925",4,fr2 with tails blowing sideways out of lobes,123,264.2547,98.8401,320.56833,316.7695723,-50.19551369,FR1,0,0,0,0,0,0,0,0,0,0,0
"335.685, -49.9210",4,fr2,58.4,91.9077,35.1952,23.383274,335.6856161,-49.92129882,FR2,0,0,0,0,0,0,0,0,0,0,0
"333.194, -49.7627",4,fr2,39,62.9185,39.2288,36.162704,333.1928337,-49.76137845,FR2,0,0,0,0,0,0,0,0,0,0,0
"331.297, -49.9123",4,fr2,42,68.0509,32.6449,43.512867,331.2987672,-49.91141024,FR2,0,0,0,0,0,0,0,0,0,0,0
"329.038, -49.9075",4,fr2,41.1,61.0978,18.3565,309.3157,329.0374125,-49.90797159,FR2,0,0,0,0,0,0,0,0,0,0,0
"324.621, -50.0490",4,HyMORS,49.06,87.8007,47.2039,31.523163,324.6220415,-50.04934673,FR2,0,0,0,0,0,0,0,0,0,0,0
"323.274, -49.7755",4,HyMORS,35.7,73.7183,20.1398,288.3031,323.2769261,-49.77649671,FRx,0,0,0,0,0,0,0,0,0,0,0
"320.311, -50.0333",4,frx,24.9,60.8211,36.3772,300.35138,320.3116728,-50.03341951,FR1,0,0,0,0,0,0,0,0,0,0,0
"319.932, -49.8596",4,"frx, but note faint diffuse emission around it",28.7,54.6292,33.7177,4.0615225,319.9318029,-49.85912185,FRx,0,0,0,0,0,0,0,0,0,0,0
"312.2675, -49.8608",4,S-shaped galaxy,52.1,88.4516,48.4804,322.10547,312.2707784,-49.86368545,FR2,0,0,0,0,0,0,0,0,0,0,0
"312.098, -49.9117",4,fr2 slightly bent,34.9,56.4329,30.1212,37.965908,312.1010101,-49.91136711,FR2,0,0,0,0,0,0,0,0,0,0,0
"312.0216, -49.8837",4,fr2,48.5,77.2896,33.7019,35.11201,312.0231936,-49.88388123,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.543, -49.8752",4,fr1,48.6,91.3087,71.7265,342.61304,309.543595,-49.8756679,FR2,0,0,0,0,0,0,0,0,0,0,0
"306.323, -50.0413",4,fr2,144,175.6836,27.2049,279.8801,306.3146089,-50.03888298,FR2,0,0,0,0,0,0,0,0,0,0,0
"303.979, -49.9508",4,fr2,68.4,94.0096,28.6352,321.009,303.9776918,-49.94967231,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.983, -50.1606",4,fr2 plus diffuse emission,109.8,140.1682,21.5652,281.4337,308.98079,-50.15845389,FR2,0,0,0,0,0,0,0,0,0,0,0
"320.959, -50.1025",4,fr2,32.11,62.0483,27.6343,312.35745,320.9596023,-50.10342906,FRx,0,0,0,0,0,0,0,0,0,0,0
"325.024, -50.1020",4,frx,26.1,56.9202,26.2724,318.33246,325.0250804,-50.10192159,FRx,0,0,0,0,0,0,0,0,0,0,0
"330.320, -50.0572",4,fr2 with compolex structure around it,132.6,168.8423,49.1174,24.432392,330.3142756,-50.05979929,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.967, -50.0858",4,BT frx,35.77,85.6621,40.6378,328.5052,335.9702931,-50.08575762,FR1,0,0,0,0,0,0,0,0,0,0,0
"336.034, -50.0842",4,frx,25.46,60.8376,29.3081,307.606,336.0353757,-50.08421428,FR1,0,0,0,0,0,0,0,0,0,0,0
"334.078, -50.3124",4,dd,19.2,89.7947,27.8638,352.50415,334.0792168,-50.31164842,FR1,0,0,0,0,0,0,0,0,0,0,0
"330.758, -50.2222",4,frx,89.4,155.7197,35.6009,17.96324,330.7616114,-50.22083749,FR2,0,0,0,0,0,0,0,0,0,0,0
"326.198, -50.3179",4,frx,25.29,59.4735,30.9326,79.06772,326.1971728,-50.31813562,FR1,0,0,0,0,0,0,0,0,0,0,0
"325.923, -50.1878",4,frx,34.62,62.6277,32.7255,354.24844,325.9219944,-50.18775524,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.145, -50.3170",4,djs,0,61.8293,27.0789,70.61142,325.1470977,-50.31584358,SINGLE,0,0,0,0,0,0,0,0,0,0,0
"321.736, -50.4261",4,frx,45.34,93.9334,25.1037,333.15613,321.7352834,-50.42474085,FRx,0,0,0,0,0,0,0,0,0,0,0
"319.1915, -50.3314",4,frx,23.78,58.4674,35.8341,295.8444,319.1930033,-50.33103382,FR1,0,0,0,0,0,0,0,0,0,0,0
"316.107, -50.2243",4,fr1,104.4,138.5707,39.9845,359.86548,316.105514,-50.22205685,FR2,0,0,0,0,0,0,0,0,0,0,0
"303.0426, -50.2782",4,frx,92.4,131.0825,38.4596,324.24072,303.0399473,-50.27524079,FR2,0,0,0,0,0,0,0,0,0,0,0
"304.9915, -50.4876",4,fr2 bt,90,156.48,73.4621,305.01138,304.9808215,-50.4921795,FR2,0,0,0,0,0,0,0,0,0,0,0
"307.698, -50.3592",4,fr2,93,130.8956,40.6463,334.65384,307.6971817,-50.3612518,FR2,0,0,0,0,0,0,0,0,0,0,0
"308.563, -50.3929",4,frx,28,80.4975,40.5111,315.51892,308.5654137,-50.39527764,FR1,0,0,0,0,0,0,0,0,0,0,0
"308.590, -50.5366",4,fr2,34.24,78.9175,41.1467,352.07675,308.5873319,-50.53675657,FR1,0,0,0,0,0,0,0,0,0,0,0
"309.044, -50.4097",4,fr2,50.25,67.5848,42.1268,355.1611,309.0442575,-50.40998282,FR2,0,0,0,0,0,0,0,0,0,0,0
"309.415, -50.3777",4,fr2,148.8,186.258,52.6181,53.963776,309.4189672,-50.37941977,FR2,0,0,0,0,0,0,0,0,0,0,0
"311.063, -50.3877",4,frx,42.2,81.8037,34.0494,312.78796,311.0631483,-50.38816323,FRx,0,0,0,0,0,0,0,0,0,0,0
"311.8684, -50.3808",4,fr2 bt,33.94,66.1199,36.8353,336.9974,311.8658627,-50.38004242,FRx,0,0,0,0,0,0,0,0,0,0,0
"313.508, -50.3583",4,frx,26.14,70.0207,30.509,91.39526,313.5076707,-50.35823768,FR1,0,0,0,0,0,0,0,0,0,0,0
"316.067, -50.4138",4,fr2,115.8,163.8413,53.2121,318.08322,316.0666195,-50.41282152,FR2,0,0,0,0,0,0,0,0,0,0,0
"316.067, -50.4138",4,fr2,108.6,163.8413,53.2121,318.08322,316.0666195,-50.41282152,FR2,0,0,0,0,0,0,0,0,0,0,0
"325.132, -50.4742",4,fr2,96,113.1505,29.599,41.776123,325.1299995,-50.47812064,FR2,0,0,0,0,0,0,0,0,0,0,0
"329.771, -50.3961",4,fr2,78,98.9842,25.6176,308.40918,329.770486,-50.39577002,FR2,0,0,0,0,0,0,0,0,0,0,0
"333.174, -50.3093",4,fr2,46.3,73.4444,24.5094,323.05682,333.1751483,-50.30908103,FR2,0,0,0,0,0,0,0,0,0,0,0
"335.902, -50.5778",4,fr2,76.8,116.5822,31.5959,325.96686,335.9024256,-50.5781005,FR2,0,0,0,0,0,0,0,0,0,0,0
